DCA License Number,License Type,License Expiration Date,Business Name,Business Name 2,Address Building,Address Street Name,Secondary Address Street Name,Address City,Address State,Address ZIP,Contact Phone Number,Address Borough,Borough Code
1215560-DCA,Business,03/31/2015,STANDARD PARKING CORPORATION,,4818,5TH ST,,LONG ISLND CITY,NY,11101,7187844966,Queens,4
1406780-DCA,Business,03/31/2019,BRISTOL 65 PARKING LLC,,200,E 65TH ST,,NEW YORK,NY,10065,2126869800,Manhattan,1
1010570-DCA,Business,03/31/2019,UNION SQUARE CAR PARK LLC,GGMC,1,IRVING PL,,NEW YORK,NY,10003,2129966363,Manhattan,1
0428990-DCA,Business,03/31/2017,CHELNICK PARKING CORP,CHELNIK PARKING,880,5TH AVE,,NEW YORK,NY,10021,2127511080,Manhattan,1
2032582-DCA,Business,08/27/2017,OASIS AUTO REPAIR & GARAGE CORP,,431,W 202ND ST,,NEW YORK,NY,10034,2125442833,Manhattan,1
2030422-DCA,Business,03/31/2019,"KNICKERBOCKER PLAZA CAR PARK, LLC",,1751,2ND AVE,,NEW YORK,NY,10128,2129966363  X-14,Manhattan,1
2020385-DCA,Business,03/31/2019,PV PARKING V CORP,,4007,73RD ST,,WOODSIDE,NY,11377,7186094200,Queens,4
2047816-DCA,Business,03/31/2019,F & A PARKING CORP,24 HOURS PARKING GARAGE,4123,CRESCENT ST,,LONG ISLAND CITY,NY,11101,7183992640,Queens,4
1341459-DCA,Business,03/31/2019,"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",,353,WEST ST,,NEW YORK,NY,10014,9175456763,Manhattan,1
1272748-DCA,Business,03/31/2015,PEACH PARKING (40TH) CORP.,,346,W 40TH ST,,NEW YORK,NY,10018,9736228888,Manhattan,1
1116799-DCA,Business,03/31/2019,EAST 97TH PARKING CORP.,,175,E 96TH ST,,NEW YORK,NY,10128,2123488364,Manhattan,1
2002113-DCA,Business,03/31/2015,"CENTRAL PARKING SYSTEM OF NEW YORK, INC",,45,E END AVE,,NEW YORK,NY,10028,2125025490,Manhattan,1
1232459-DCA,Business,03/31/2019,39TH AND EIGHTH PARKING LLC,,310,W 39TH ST,,NEW YORK,NY,10018,212-686-9800,Manhattan,1
1153766-DCA,Business,03/31/2019,MPC PARKING LLC,,1104,2ND AVE,,NEW YORK,NY,10022,2126869800,Manhattan,1
2001455-DCA,Business,03/31/2015,PRINCE TNP REALTY LLC,PRINCE PLAZA PARKING,3720,PRINCE ST,,FLUSHING,NY,11354,7189393338,Queens,4
1352450-DCA,Business,03/31/2017,REYER PARKING CORP.,,1872,E TREMONT AVE,,BRONX,NY,10460,2125416050,Bronx,2
1100843-DCA,Business,03/31/2019,LIVINGSTON STREET PARKING LLC,,111,LIVINGSTON ST,,BROOKLYN,NY,11201,212-686-9800,Brooklyn,3
2045317-DCA,Business,03/31/2019,IRVING 18TH PARKING LLC,,196,3RD AVE,,NEW YORK,NY,10003,2126869800,Manhattan,1
1422138-DCA,Business,03/31/2015,764 4TH AVE ASSOCIATES LLC,BEST WESTERN PLUS PROSPECT PARK HOTEL,764,4TH AVE,,BROOKLYN,NY,11232,7187683100,Brooklyn,3
0894438-DCA,Business,03/31/2017,PRECISE PARKING CORP.,,150,E 18TH ST,,NEW YORK,NY,10003,7187215243,Manhattan,1
1232880-DCA,Business,03/31/2019,MURRAY 38 PARKING LLC,,155,E 38TH ST,,NEW YORK,NY,10016,2126869800,Manhattan,1
2065381-DCA,Business,03/31/2019,1050 FIFTH AVENUE PARKING CORP,,1050,5TH AVE,,NEW YORK,NY,10028,,Manhattan,1
2016950-DCA,Business,08/15/2016,LM PARKING CORP,,250,E 144TH ST,,BRONX,NY,10451,914-874-3268,Bronx,2
1474264-DCA,Business,03/31/2019,"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",,4162,BROADWAY,,NEW YORK,NY,10033,9175456763,Manhattan,1
2013715-DCA,Business,03/31/2019,PV PARKING IV CORP,,554,W 174TH ST,,NEW YORK,NY,10033,,Manhattan,1
2046932-DCA,Business,03/31/2019,167 EAST 77TH ST PARKING SERVICES LLC,,176,E 77TH ST,,NEW YORK,NY,10075,6467734400,Manhattan,1
1362325-DCA,Business,05/17/2018,"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",,9525,QUEENS BLVD,,REGO PARK,NY,11374,9179747625,Queens,4
1199393-DCA,Business,03/31/2019,SOHO VILLAGE PARKING LLC,,610,BROADWAY,,NEW YORK,NY,10012,212-686-9800,Manhattan,1
1076703-DCA,Business,03/31/2019,GREENWICH STREET PARKING LLC,,551,GREENWICH ST,,NEW YORK,NY,10014,2126869800,Manhattan,1
2048711-DCA,Business,03/21/2017,F & A PARKING CORP,24 HOURS PARKING GARAGE,525,CLINTON AVE,,BROOKLYN,NY,11238,718-399-2640,Brooklyn,3
1001512-DCA,Business,03/31/2019,650 PARKING CORP.,,650,PARK AVE,,NEW YORK,NY,10065,2124722596,Manhattan,1
1472778-DCA,Business,03/31/2015,JAY PARKING CORP.,,3720,PRINCE ST,,FLUSHING,NY,11354,9179695850,Queens,4
2064267-DCA,Business,03/31/2019,ONE EASY PARK INC,,1802,PETRACCA PL,,WHITESTONE,NY,11357,9174008562,Queens,4
2018861-DCA,Business,03/31/2019,776 SIXTH AVE PARKING CORP,,776,6TH AVE,,NEW YORK,NY,10001,,Manhattan,1
1323180-DCA,Business,03/31/2019,73RD STREET PARKING CORP.,,1257,3RD AVE,,NEW YORK,NY,10021,2127367171,Manhattan,1
0429844-DCA,Business,03/31/2019,AFFILIATED PARKING LLC,,247,MADISON AVE,,NEW YORK,NY,10016,2126869800,Manhattan,1
1370726-DCA,Business,03/31/2019,"BAS PARKING, INC.",,530,E 72ND ST,,NEW YORK,NY,10021,2126289447,Manhattan,1
1344945-DCA,Business,03/31/2019,T & K PARKING INC.,,61,CHRYSTIE ST,,NEW YORK,NY,10002,9176569896,Manhattan,1
0965355-DCA,Business,03/31/2015,"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",,132-146,W 51ST ST,,NEW YORK,NY,10019,2126296602,,
1445860-DCA,Business,03/31/2019,"EDISON NY PARKING, LLC",,270,DYCKMAN ST,,NEW YORK,NY,10034,3477285044,Manhattan,1
0914923-DCA,Business,03/31/2019,SELECT PARKING LLC,,301,E 57TH ST,,NEW YORK,NY,10022,2126869800,Manhattan,1
2038249-DCA,Business,08/12/2016,CHAMPION PARKING 113 LLC,,400,W 113TH ST,,NEW YORK,NY,10025,212-308-5959,Manhattan,1
1126972-DCA,Business,03/31/2015,BOBBY CAR PARK LLC,,105,UNDERHILL AVE,,BROOKLYN,NY,11238,2122216111,Brooklyn,3
1412773-DCA,Business,03/31/2019,RECTOR WEST PARKING LLC,,200,RECTOR PL,,NEW YORK,NY,10280,2127864796,Manhattan,1
1187632-DCA,Business,03/31/2019,NICE PARK 22 LLC,,200,E 15TH ST,,NEW YORK,NY,10003,2129299404,Manhattan,1
1254421-DCA,Business,03/31/2017,"509 WEST 34TH STREET CAR PARK, LLC",,509,W 34TH ST,,NEW YORK,NY,10001,2129966363,Manhattan,1
2003457-DCA,Business,03/31/2019,QUIK PARK LITTLE WEST LLC,,70,LITTLE WEST ST,,NEW YORK,NY,10004,212-832-2066,Manhattan,1
0945780-DCA,Business,03/31/2019,"STEWART HOUSE CAR PARK, INC",GGMC,70,E 10TH ST,,NEW YORK,NY,10003,2129966363,Manhattan,1
1205940-DCA,Business,03/31/2019,"IMPERIAL PARKING (U.S.), INC",,60,E 12TH ST,,NEW YORK,NY,10003,2129378660,Manhattan,1
1368505-DCA,Business,03/31/2019,QUIK PARK 184 MANAGEMENT LLC,,184,KENT AVE,,BROOKLYN,NY,11211,212-686-9800,Brooklyn,3
0980378-DCA,Business,03/31/2019,CENTRAL GARAGE CORP.,,860,5TH AVE,,NEW YORK,NY,10065,2127367171,Manhattan,1
1423764-DCA,Business,03/31/2019,SAMO PARKING LLC,,401,E 74TH ST,,NEW YORK,NY,10021,2127143571,Manhattan,1
1010044-DCA,Business,03/31/2017,WESTMONT PARKING INC.,,730,COLUMBUS AVE,,NEW YORK,NY,10025,2127367171,Manhattan,1
1151780-DCA,Business,03/31/2019,"BROOK PARKING GARAGE, INC.",,420,E 167TH ST,,BRONX,NY,10456,7185888328,Bronx,2
2033953-DCA,Business,03/31/2019,IMPERIAL HOUSE PARKING MANAGEMENT COMPANY,,155,E 68TH ST,,NEW YORK,NY,10065,212-327-2626,Manhattan,1
1101577-DCA,Business,03/31/2019,"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",,200,E 161ST ST,,BRONX,NY,10451,9175456763,Bronx,2
1353164-DCA,Business,03/31/2017,AMABLE PARKING CORP.,,3795,10TH AVE,,NEW YORK,NY,10034,2125691722,Manhattan,1
0427239-DCA,Business,03/31/2019,9495 PARKING CORP.,,1832,2ND AVE,,NEW YORK,NY,10128,2122893800,Manhattan,1
1420682-DCA,Business,03/31/2019,QUEENS WEST PARKING LLC,,476,47TH AVE,,LONG ISLAND CIT,NY,10956,7186061760,Queens,4
2067173-DCA,Business,03/31/2019,ELMHURST PARKING CORPORATION,,8015,41ST AVE,,ELMHURST,NY,11373,9173251969,Queens,4
2001467-DCA,Business,03/31/2019,"CENTRAL PARKING SYSTEM OF NEW YORK, INC.",,688,MAIN ST,,NEW YORK,NY,10044,212-502-5490,Manhattan,1
1286769-DCA,Business,07/18/2017,"ALLIANCE RIVERBANK PARKING, LLC",,555,W 42ND ST,,NEW YORK,NY,10036,2125810535,Manhattan,1
0367613-DCA,Business,03/31/2019,THE BERGER'S PARKING CORPORATION,196 GARAGE,196,E 75TH ST,,NEW YORK,NY,10021,2125358291,Manhattan,1
1159595-DCA,Business,03/31/2019,PATRIOT PARKING LLC,,351,GREENWICH ST,,NEW YORK,NY,10013,2126869800,Manhattan,1
1243626-DCA,Business,03/31/2017,"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",,1,E 1ST ST,,NEW YORK,NY,10003,9175456763,Manhattan,1
2022020-DCA,Business,10/26/2015,JRD PARKING CORP,,1000,WESTCHESTER AVE,,BRONX,NY,10459,7186187215,Bronx,2
1465356-DCA,Business,03/31/2019,ORMOND PLACE PARKING CORP.,,12,CLAVER PL,,BROOKLYN,NY,11238,7188570822,Brooklyn,3
